matrix,threads,nnz,rows,rep,l1miss,l2miss,l1miss_sc,l2miss_sc,l1red,l2red
wikipedia-20061104,1,39383235,3148440,1,35513799.671875,17072448.671875,33568273.671875,12845589.671875,5.478225416529425,24.758364082612765
wikipedia-20070206,1,45030389,3566907,1,41010319.203125,20465887.203125,38860939.203125,15731034.203125,5.241071129815094,23.13534201086098
wiki-Talk,1,5021410,2394385,1,3893296.6875,2722768.6875,3861588.6875,2497244.6875,0.8144254739640876,8.28289237478606
wiki-talk-temporal,1,3309592,1140149,1,2261055.46875,1077408.46875,2209303.46875,868760.46875,2.288842565574498,19.36572860264145
wiki-topcats,1,28511807,1791489,1,15232232.046875,3573095.046875,12708411.046875,2530874.046875,16.568950579490284,29.168577558873448
x104,1,10167624,108384,1,494467.40625,483381.40625,487370.40625,476607.375,1.4352816606908558,1.4013843235204084
xenon1,1,1181120,48600,1,62441.53125,58402.53125,61226.53125,55365.0,1.9458203149045932,5.2010267106359365
xenon2,1,3866688,157464,1,205085.53125,191092.53125,200711.53125,181251.0,2.13276869086785,5.150139142342853
Zd_Jac2,1,1642833,22835,1,79528.015625,78435.015625,79378.015625,77007.796875,0.18861277855504144,1.8196193863510817
Zd_Jac3,1,1916152,22835,1,92339.84375,91246.84375,92187.84375,89819.625,0.16460933203604214,1.5641294442033782
Zd_Jac6,1,1711983,22835,1,82769.421875,81676.421875,82619.421875,80249.203125,0.18122634736597887,1.7474060655892316
